,timestamp,oi,notional,datetime
4446,1673914200,98037.91500000,2078786145.86850000,2023-01-17 08:10:00
4447,1673913900,97946.66600000,2068897596.09925770,2023-01-17 08:05:00
4448,1673913600,97960.22500000,2075458914.13803580,2023-01-17 08:00:00
4449,1673913300,98021.06800000,2074635508.43360000,2023-01-17 07:55:00
4450,1673913000,97989.40000000,2074220021.32000000,2023-01-17 07:50:00
4451,1673912700,97950.46400000,2074394926.59200000,2023-01-17 07:45:00
4452,1673912400,97934.65600000,2075685516.24427910,2023-01-17 07:40:00
4453,1673912100,97841.38100000,2074516614.22045330,2023-01-17 07:35:00
4454,1673911800,97775.40300000,2074334507.26590000,2023-01-17 07:30:00
4455,1673911500,97703.11400000,2070328985.66000000,2023-01-17 07:25:00
4456,1673911200,97658.78700000,2069669382.95395450,2023-01-17 07:20:00
4457,1673910900,97576.13000000,2062847830.45387150,2023-01-17 07:15:00
4458,1673910600,97605.99600000,2063029613.25480000,2023-01-17 07:10:00
4459,1673910300,97612.71000000,2063992766.84526850,2023-01-17 07:05:00
4460,1673910000,97822.68100000,2073107167.09250000,2023-01-17 07:00:00
4461,1673909700,97801.03400000,2072012706.32400000,2023-01-17 06:55:00
4462,1673909400,97785.81000000,2071338141.74400000,2023-01-17 06:50:00
4463,1673909100,97745.61600000,2069124407.13352420,2023-01-17 06:45:00
4464,1673908800,97701.79200000,2070594077.85600000,2023-01-17 06:40:00
4465,1673908500,97839.86000000,2073226633.40000000,2023-01-17 06:35:00
4466,1673908200,97762.27500000,2072466859.18781800,2023-01-17 06:30:00
4467,1673907900,97776.29300000,2072662168.79569580,2023-01-17 06:25:00
4468,1673907600,97828.76800000,2072688324.73920000,2023-01-17 06:20:00
4469,1673907300,97922.07000000,2074684689.29700000,2023-01-17 06:15:00
4470,1673907000,98206.58500000,2078379868.72248980,2023-01-17 06:10:00
4471,1673906700,98189.08700000,2078162207.44630000,2023-01-17 06:05:00
4472,1673906400,98124.75800000,2073925635.18480000,2023-01-17 06:00:00
4473,1673906100,98148.26500000,2074499262.12314840,2023-01-17 05:55:00
4474,1673905800,98265.83500000,2077304180.28189160,2023-01-17 05:50:00
4475,1673905500,98254.92300000,2076411462.26670000,2023-01-17 05:45:00
4476,1673905200,98204.27800000,2074171253.29607500,2023-01-17 05:40:00
4477,1673904900,98290.89900000,2078773881.13080000,2023-01-17 05:35:00
4478,1673904600,98309.85600000,2076346727.74491000,2023-01-17 05:30:00
4479,1673904300,98446.23800000,2081576790.14340000,2023-01-17 05:25:00
4480,1673904000,98058.34600000,2077260576.22908900,2023-01-17 05:20:00
4481,1673903700,98702.02500000,2096233606.95000000,2023-01-17 05:15:00
